"host_since","host_is_superhost","neighbourhood_cleansed","room_type","accommodates","price","review_scores_rating","number_of_reviews","minimum_nights","reviews_per_month","bedrooms","beds","availability_30","last_review","license","instant_bookable","prop_type_simplified","price_4_nights"
2012-09-25,FALSE,"Top 6-10","Entire home/apt",2,121,5,5,3,0.06,1,1,0,2014-03-11,"no",FALSE,"Entire rental unit",484
2012-04-24,FALSE,"Top 6-10","Private room",2,58,4.42,232,1,2.39,1,1,3,2021-07-11,"yes",TRUE,"Private room in rental unit",232
2012-09-25,FALSE,"Top 5","Entire home/apt",2,149,5,6,2,0.12,1,1,0,2014-01-04,"no",FALSE,"Entire rental unit",596
2012-09-26,FALSE,"Top 6-10","Entire home/apt",2,99,4.92,59,1,0.58,1,1,0,2017-10-05,"no",FALSE,"Other",396
2012-09-26,FALSE,"Top 5","Entire home/apt",2,130,4.92,24,3,0.44,1,1,0,2017-05-31,"yes",FALSE,"Entire rental unit",520
2012-09-27,TRUE,"Top 6-10","Entire home/apt",2,120,4.69,151,2,1.74,1,1,0,2020-01-10,"yes",TRUE,"Entire rental unit",480
2012-09-30,FALSE,"Top 5","Entire home/apt",4,156,4.61,85,4,0.83,1,3,0,2018-07-18,"yes",FALSE,"Entire rental unit",624
2012-10-01,TRUE,"Top 6-10","Private room",3,72,4.73,184,2,1.79,1,2,8,2020-08-22,"yes",FALSE,"Private room in rental unit",288
2012-10-03,FALSE,"Top 5","Entire home/apt",2,108,4.63,29,2,1.09,1,1,0,2019-08-07,"no",FALSE,"Entire rental unit",432
2012-10-06,TRUE,"Top 5","Entire home/apt",4,214,4.89,119,3,1.11,2,4,2,2019-11-11,"yes",FALSE,"Other",856
2012-10-06,FALSE,"Top 5","Entire home/apt",2,85,4.5,3,1,0.03,1,1,0,2015-01-03,"no",FALSE,"Entire rental unit",340
2012-10-07,TRUE,"Top 5","Entire home/apt",2,150,4.68,109,2,1.02,1,1,0,2021-08-30,"yes",FALSE,"Entire rental unit",600
2012-10-07,TRUE,"Top 5","Private room",2,75,4.69,87,3,1.63,1,1,8,2019-10-21,"yes",TRUE,"Other",300
2012-08-15,FALSE,"Top 6-10","Private room",2,83,4.72,355,3,3.36,1,0,26,2020-03-01,"yes",FALSE,"Private room in rental unit",332
2012-05-25,FALSE,"Top 11-15","Entire home/apt",2,99,4.62,28,2,0.33,1,1,0,2014-10-19,"no",FALSE,"Entire rental unit",396
2012-10-15,FALSE,"Top 6-10","Entire home/apt",4,40,5,2,2,0.02,1,1,0,2013-06-28,"no",FALSE,"Entire residential home",160
2012-10-15,FALSE,"Top 6-10","Entire home/apt",4,399,4.88,41,2,0.71,3,3,7,2021-08-06,"no",FALSE,"Other",1596
2012-09-09,TRUE,"Top 6-10","Private room",2,100,4.93,132,2,1.28,1,1,30,2019-11-17,"no",FALSE,"Other",400
2012-09-30,FALSE,"Top 5","Entire home/apt",2,136,4.71,80,2,0.87,1,1,0,2018-10-22,"yes",FALSE,"Entire rental unit",544
2012-09-05,FALSE,"Top 5","Entire home/apt",4,130,4.68,22,4,0.22,2,1,0,2013-09-09,"no",FALSE,"Entire rental unit",520
2012-10-25,TRUE,"Top 5","Entire home/apt",4,225,4.93,278,4,2.69,1,3,10,2021-09-06,"yes",FALSE,"Entire rental unit",900
2012-10-25,TRUE,"Top 6-10","Private room",2,110,4.92,163,2,1.86,1,2,9,2020-09-30,"yes",FALSE,"Private room in rental unit",440
2014-07-01,FALSE,"Top 5","Entire home/apt",2,89,4.41,18,3,0.23,1,1,0,2016-08-03,"no",FALSE,"Entire rental unit",356
2012-10-28,FALSE,"Top 6-10","Entire home/apt",4,235,4.72,99,2,1.11,2,2,0,2019-09-19,"no",FALSE,"Entire rental unit",940
2012-10-28,TRUE,"Top 5","Entire home/apt",4,325,4.94,106,3,1.09,1,2,0,2021-08-20,"yes",FALSE,"Entire rental unit",1300
2012-09-12,FALSE,"Top 6-10","Entire home/apt",6,225,4.78,9,2,0.1,3,5,3,2020-01-19,"yes",FALSE,"Entire rental unit",900
2012-09-24,FALSE,"Top 11-15","Entire home/apt",2,90,4.91,11,4,0.12,1,0,0,2015-07-01,"yes",FALSE,"Entire rental unit",360
2012-10-29,FALSE,"Top 5","Shared room",4,228,4.58,63,4,0.8,1,4,0,2020-01-05,"no",FALSE,"Other",912
2012-09-26,FALSE,"Top 6-10","Entire home/apt",2,250,4.79,63,3,0.65,1,0,1,2021-08-13,"yes",TRUE,"Entire rental unit",1000
2012-10-15,FALSE,"Top 6-10","Private room",2,109,4.8,265,2,3.09,1,1,7,2020-02-15,"no",TRUE,"Other",436
2012-11-05,FALSE,"Top 5","Entire home/apt",4,135,4.57,23,2,0.3,1,2,0,2016-04-25,"no",FALSE,"Entire rental unit",540
2012-11-05,FALSE,"Top 5","Entire home/apt",6,250,5,10,3,0.15,4,6,0,2016-08-03,"no",FALSE,"Other",1000
2012-05-07,TRUE,"Top 5","Private room",2,102,4.88,487,1,6.28,1,1,0,2021-09-06,"yes",TRUE,"Private room in rental unit",408
2010-08-09,TRUE,"Remaining","Private room",2,70,4.53,189,2,1.95,1,1,30,2020-02-24,"yes",FALSE,"Other",280
2012-11-06,FALSE,"Top 5","Entire home/apt",2,130,4.95,20,2,0.45,1,1,0,2019-01-06,"no",FALSE,"Entire rental unit",520
2012-07-13,FALSE,"Top 5","Private room",2,66,4.25,12,2,0.14,1,1,5,2020-01-05,"no",FALSE,"Private room in rental unit",264
2012-11-08,FALSE,"Top 5","Private room",2,118,4.61,414,3,3.99,1,1,22,2021-07-11,"no",FALSE,"Private room in rental unit",472
2012-09-23,FALSE,"Top 5","Entire home/apt",2,120,4.51,241,3,3.07,1,2,13,2020-03-14,"yes",FALSE,"Entire rental unit",480
2012-11-09,FALSE,"Top 6-10","Entire home/apt",2,110,5,2,3,0.05,1,1,0,2018-04-02,"yes",FALSE,"Entire rental unit",440
2012-11-10,FALSE,"Top 5","Entire home/apt",3,176,4.33,12,3,0.32,2,3,0,2014-07-15,"no",TRUE,"Entire rental unit",704
2012-11-11,FALSE,"Top 5","Entire home/apt",2,149,4.89,28,2,0.53,1,1,7,2018-01-02,"yes",FALSE,"Entire rental unit",596
2012-11-11,FALSE,"Top 6-10","Entire home/apt",4,165,4.93,27,2,0.28,2,2,0,2014-12-31,"no",FALSE,"Entire rental unit",660
2012-11-11,FALSE,"Top 5","Entire home/apt",3,118,4.23,47,3,0.53,1,1,0,2015-08-30,"no",FALSE,"Entire rental unit",472
2012-11-12,FALSE,"Top 5","Entire home/apt",4,399,4.66,48,1,0.45,2,3,27,2019-07-18,"yes",FALSE,"Entire rental unit",1596
2012-08-05,FALSE,"Top 6-10","Entire home/apt",3,163,5,1,1,0.02,1,1,0,2016-09-09,"no",FALSE,"Entire rental unit",652
2012-11-06,FALSE,"Top 6-10","Entire home/apt",2,118,4.78,68,3,1.13,1,1,0,2020-01-13,"no",FALSE,"Entire rental unit",472
2012-06-09,FALSE,"Top 5","Entire home/apt",4,200,4.77,804,2,7.6,2,3,16,2021-09-03,"yes",TRUE,"Entire rental unit",800
2012-11-14,FALSE,"Top 5","Entire home/apt",2,110,4.5,4,1,0.05,1,1,0,2016-01-02,"no",FALSE,"Entire rental unit",440
2011-06-17,FALSE,"Top 11-15","Entire home/apt",4,125,4.63,67,3,0.79,1,2,0,2019-05-13,"no",FALSE,"Entire rental unit",500
2012-10-10,FALSE,"Top 11-15","Entire home/apt",2,80,4.89,57,1,0.55,1,1,0,2020-01-04,"no",FALSE,"Entire rental unit",320
2012-11-18,TRUE,"Top 5","Private room",2,165,4.74,313,1,3.03,1,1,7,2021-08-05,"yes",FALSE,"Other",660
2012-11-19,FALSE,"Top 11-15","Private room",2,75,4.72,317,4,3.09,1,1,0,2020-01-18,"no",FALSE,"Private room in rental unit",300
2012-11-20,FALSE,"Top 6-10","Entire home/apt",4,175,4.76,22,3,0.21,2,2,0,2016-09-10,"no",FALSE,"Entire rental unit",700
2012-11-21,FALSE,"Top 5","Entire home/apt",2,150,4,1,1,0.01,1,1,0,2013-01-08,"no",FALSE,"Entire rental unit",600
2012-11-22,FALSE,"Top 6-10","Entire home/apt",4,150,4.83,18,4,0.23,2,0,0,2020-02-18,"yes",FALSE,"Entire rental unit",600
2012-01-26,FALSE,"Top 5","Entire home/apt",3,160,4.55,86,2,1.1,2,2,7,2019-07-07,"yes",TRUE,"Entire rental unit",640
2012-11-23,TRUE,"Top 5","Private room",2,114,4.92,866,1,8.1,1,1,15,2021-08-27,"yes",FALSE,"Other",456
2012-09-02,FALSE,"Top 5","Entire home/apt",3,249,5,45,2,0.58,1,2,0,2021-08-28,"yes",FALSE,"Other",996
2012-10-07,FALSE,"Top 5","Private room",2,100,4.82,266,2,4.31,1,1,11,2021-09-01,"yes",FALSE,"Other",400
2011-06-07,FALSE,"Top 5","Entire home/apt",2,85,4.7,30,2,0.52,1,1,0,2019-07-14,"no",FALSE,"Entire rental unit",340
2012-12-04,FALSE,"Top 6-10","Entire home/apt",4,239,5,5,3,0.06,1,2,0,2014-09-14,"no",FALSE,"Entire rental unit",956
2012-12-07,FALSE,"Top 6-10","Entire home/apt",4,193,5,24,4,0.59,2,3,0,2018-08-17,"no",FALSE,"Entire townhouse",772
2012-12-03,FALSE,"Top 5","Entire home/apt",2,60,4.82,38,3,0.4,1,1,0,2017-09-09,"no",FALSE,"Entire rental unit",240
2012-12-09,FALSE,"Top 5","Entire home/apt",4,200,4.67,37,2,0.36,2,4,0,2019-08-16,"no",FALSE,"Other",800
2012-12-09,FALSE,"Top 5","Private room",2,125,4.88,300,3,2.92,1,2,6,2020-02-12,"yes",FALSE,"Private room in rental unit",500
2012-11-11,FALSE,"Top 5","Entire home/apt",2,115,4.14,46,2,0.48,1,1,0,2016-10-09,"no",FALSE,"Entire rental unit",460
2012-07-25,FALSE,"Top 5","Entire home/apt",4,180,5,15,4,0.18,3,3,0,2021-07-25,"yes",FALSE,"Entire rental unit",720
2012-09-13,FALSE,"Top 6-10","Entire home/apt",2,79,5,3,4,0.03,1,1,0,2016-01-03,"no",FALSE,"Entire rental unit",316
2011-03-12,TRUE,"Top 5","Entire home/apt",4,306,5,4,3,0.04,2,2,0,2013-05-09,"no",FALSE,"Entire rental unit",1224
2012-12-16,FALSE,"Top 6-10","Entire home/apt",4,300,4.82,25,2,0.26,2,2,0,2018-04-28,"no",FALSE,"Other",1200
2013-01-11,FALSE,"Top 6-10","Entire home/apt",4,150,4.72,46,4,0.45,4,5,1,2018-07-26,"yes",FALSE,"Entire rental unit",600
2012-12-19,FALSE,"Top 5","Entire home/apt",4,122,4.76,729,1,7.11,2,2,5,2021-08-16,"yes",TRUE,"Entire rental unit",488
2012-12-29,FALSE,"Top 5","Entire home/apt",2,109,4.85,34,3,0.45,1,1,0,2018-01-02,"no",FALSE,"Entire rental unit",436
2012-06-12,FALSE,"Top 5","Entire home/apt",2,175,4.8,8,2,0.08,1,1,0,2015-04-07,"no",FALSE,"Entire rental unit",700
2013-01-01,TRUE,"Top 5","Private room",4,130,4.93,109,2,1.7,1,3,11,2021-06-30,"yes",FALSE,"Private room in rental unit",520
2013-01-02,FALSE,"Remaining","Entire home/apt",2,80,5,7,2,0.09,1,1,0,2014-09-25,"no",FALSE,"Entire rental unit",320
2011-09-06,FALSE,"Top 5","Entire home/apt",4,180,4.77,92,1,0.9,2,2,0,2018-09-03,"yes",FALSE,"Entire rental unit",720
2013-01-05,FALSE,"Top 6-10","Entire home/apt",2,164,4.63,36,3,0.55,1,1,0,2019-06-13,"no",TRUE,"Entire rental unit",656
2013-01-07,TRUE,"Top 5","Private room",2,135,4.98,51,2,0.86,1,1,16,2020-03-13,"yes",FALSE,"Other",540
2013-01-07,TRUE,"Top 11-15","Private room",3,89,4.57,329,3,3.32,1,2,8,2020-09-03,"yes",TRUE,"Other",356
2013-01-04,FALSE,"Top 6-10","Entire home/apt",6,359,4.78,28,4,0.32,5,8,0,2020-01-05,"yes",FALSE,"Entire rental unit",1436
2013-01-13,FALSE,"Top 11-15","Entire home/apt",2,130,4.5,22,2,0.41,1,1,17,2018-09-10,"no",FALSE,"Entire rental unit",520
2013-01-13,TRUE,"Remaining","Private room",2,120,4.92,441,2,4.28,1,1,14,2021-08-03,"yes",TRUE,"Other",480
2013-01-14,FALSE,"Top 11-15","Entire home/apt",4,96,4.65,41,2,0.47,2,3,4,2017-04-10,"yes",FALSE,"Other",384
2013-01-13,FALSE,"Top 11-15","Entire home/apt",2,120,4.8,30,2,0.41,1,1,4,2017-10-14,"no",FALSE,"Entire rental unit",480
2013-01-16,FALSE,"Top 5","Entire home/apt",4,268,4.84,33,2,0.37,2,2,21,2018-04-23,"yes",FALSE,"Entire rental unit",1072
2011-03-19,FALSE,"Top 5","Entire home/apt",4,239,4.7,47,4,0.53,1,1,0,2018-10-30,"no",FALSE,"Entire rental unit",956
2013-01-20,FALSE,"Top 6-10","Entire home/apt",2,250,4.91,22,2,0.28,1,1,0,2018-09-23,"yes",FALSE,"Other",1000
2013-01-20,FALSE,"Top 5","Entire home/apt",4,250,4.81,59,2,0.59,2,1,0,2019-03-10,"no",FALSE,"Entire rental unit",1000
2013-01-20,FALSE,"Top 5","Entire home/apt",2,150,4.83,12,2,0.14,1,1,0,2017-04-24,"no",FALSE,"Entire rental unit",600
2013-01-23,TRUE,"Top 6-10","Entire home/apt",2,120,4.89,82,4,0.95,1,1,0,2019-08-22,"yes",TRUE,"Entire rental unit",480
2011-04-06,FALSE,"Top 11-15","Private room",2,59,4.39,323,2,3.35,1,1,7,2020-03-14,"yes",TRUE,"Private room in rental unit",236
2012-03-11,TRUE,"Top 6-10","Private room",2,89,4.82,57,2,0.64,1,1,6,2019-09-15,"yes",FALSE,"Private room in rental unit",356
2013-01-31,FALSE,"Top 5","Entire home/apt",4,210,4.62,59,4,0.58,2,2,0,2018-07-14,"yes",FALSE,"Entire rental unit",840
2013-01-31,FALSE,"Top 11-15","Entire home/apt",4,262,4.89,58,2,0.67,4,4,1,2020-03-20,"yes",FALSE,"Entire residential home",1048
2013-02-01,FALSE,"Top 5","Entire home/apt",2,105,4.9,20,2,0.31,1,2,0,2016-03-24,"no",FALSE,"Entire rental unit",420
2013-02-02,FALSE,"Top 5","Entire home/apt",6,399,4.96,57,4,0.56,4,4,0,2021-07-19,"yes",FALSE,"Entire residential home",1596
2013-02-03,TRUE,"Top 6-10","Private room",4,125,4.88,108,2,1.49,1,2,1,2020-02-29,"yes",TRUE,"Private room in rental unit",500
2012-11-29,FALSE,"Top 5","Entire home/apt",4,129,4.76,295,2,3.22,1,1,19,2020-11-20,"yes",FALSE,"Entire rental unit",516
2013-02-09,FALSE,"Top 6-10","Entire home/apt",2,130,4.9,72,2,0.81,1,1,11,2019-04-17,"yes",TRUE,"Other",520
2013-02-10,FALSE,"Top 5","Private room",4,146,4.84,26,3,0.33,2,2,18,2021-07-18,"yes",FALSE,"Other",584
2013-02-12,FALSE,"Top 6-10","Entire home/apt",5,195,4.66,71,3,0.72,3,4,0,2021-08-06,"yes",FALSE,"Other",780
2013-02-13,FALSE,"Top 6-10","Entire home/apt",2,130,4.92,65,4,0.76,1,1,0,2020-02-29,"no",FALSE,"Entire rental unit",520
2013-02-16,TRUE,"Top 6-10","Private room",2,90,4.8,353,3,3.55,1,2,1,2021-08-12,"yes",FALSE,"Private room in rental unit",360
2013-02-18,TRUE,"Remaining","Private room",2,85,4.85,184,2,2.06,1,1,0,2019-12-28,"yes",FALSE,"Private room in rental unit",340
2013-02-20,FALSE,"Top 6-10","Entire home/apt",4,140,4.71,43,3,0.56,3,3,0,2019-08-17,"yes",FALSE,"Entire residential home",560
2013-02-21,FALSE,"Top 5","Entire home/apt",5,160,4.91,11,3,0.13,3,5,0,2016-07-24,"no",FALSE,"Entire residential home",640
2013-02-22,TRUE,"Remaining","Private room",2,72,4.8,5,2,0.06,1,2,0,2020-07-26,"yes",FALSE,"Other",288
2013-02-22,TRUE,"Remaining","Private room",2,79,4.82,102,2,1.15,1,2,18,2021-08-17,"yes",FALSE,"Other",316
2013-01-21,FALSE,"Top 5","Entire home/apt",6,275,4.91,25,3,0.28,5,5,0,2019-01-01,"no",FALSE,"Entire residential home",1100
2011-04-27,TRUE,"Top 5","Private room",2,80,4.81,363,3,3.64,1,1,4,2020-03-12,"yes",TRUE,"Other",320
2012-06-14,FALSE,"Top 5","Entire home/apt",4,318,5,23,3,0.26,2,3,30,2019-07-03,"yes",FALSE,"Entire rental unit",1272
2013-03-03,TRUE,"Top 5","Private room",2,95,4.67,165,2,1.83,1,2,30,2019-08-26,"yes",FALSE,"Private room in rental unit",380
2012-11-06,TRUE,"Top 5","Private room",2,78,4.94,32,2,1.08,1,1,29,2021-08-16,"yes",FALSE,"Other",312
2012-10-15,TRUE,"Top 6-10","Private room",2,60,4.4,255,2,2.82,1,1,13,2020-03-04,"yes",FALSE,"Other",240
2013-03-11,FALSE,"Top 5","Shared room",2,80,4.52,301,2,3.05,1,2,25,2020-01-31,"yes",TRUE,"Other",320
2012-12-16,FALSE,"Top 6-10","Private room",2,72,4.79,339,3,3.93,1,2,18,2021-08-24,"yes",TRUE,"Private room in rental unit",288
2013-03-15,FALSE,"Top 5","Entire home/apt",4,300,4.72,19,3,0.2,2,4,0,2017-04-18,"no",FALSE,"Entire rental unit",1200
2013-03-16,FALSE,"Top 6-10","Entire home/apt",6,300,4.73,97,2,0.98,2,5,5,2019-07-30,"yes",FALSE,"Other",1200
2013-03-16,TRUE,"Top 5","Entire home/apt",4,153,4.85,93,2,1.13,2,4,0,2019-09-28,"yes",TRUE,"Other",612
2013-03-19,FALSE,"Top 6-10","Entire home/apt",2,200,5,45,2,0.5,1,0,8,2019-10-31,"yes",FALSE,"Entire rental unit",800
2013-03-19,FALSE,"Top 6-10","Private room",2,129,4.8,47,4,0.68,1,1,4,2017-07-17,"yes",FALSE,"Private room in rental unit",516
2012-09-10,FALSE,"Top 6-10","Private room",2,121,4.78,111,2,1.72,1,0,21,2020-02-08,"yes",FALSE,"Other",484
2012-12-19,TRUE,"Remaining","Private room",2,40,4.64,514,2,5.18,1,1,3,2021-07-25,"yes",FALSE,"Private room in rental unit",160
2012-12-23,FALSE,"Top 5","Private room",2,136,4.61,41,3,0.49,1,2,0,2019-08-02,"no",FALSE,"Private room in rental unit",544
2013-12-30,FALSE,"Top 5","Private room",4,114,4.8,10,3,0.12,2,3,0,2016-05-14,"no",FALSE,"Other",456
2013-03-25,FALSE,"Top 5","Entire home/apt",2,140,4.93,29,4,0.57,1,1,0,2021-07-18,"yes",FALSE,"Entire rental unit",560
2013-03-25,FALSE,"Top 11-15","Entire home/apt",3,140,5,2,3,0.02,1,2,0,2018-09-01,"no",FALSE,"Other",560
2013-03-25,FALSE,"Remaining","Entire home/apt",5,128,4.81,17,1,0.35,4,6,0,2015-05-12,"yes",TRUE,"Entire residential home",512
2013-03-27,FALSE,"Top 6-10","Private room",2,107,4.8,583,2,6.01,1,1,17,2021-08-15,"yes",TRUE,"Other",428
2009-12-11,FALSE,"Top 5","Entire home/apt",2,87,4.61,50,4,0.64,1,1,0,2019-08-27,"no",FALSE,"Entire rental unit",348
2013-03-31,FALSE,"Top 5","Entire home/apt",4,225,4.75,17,3,0.26,2,4,0,2018-07-31,"no",FALSE,"Entire rental unit",900
2012-12-25,FALSE,"Top 6-10","Entire home/apt",2,151,4.81,65,3,0.75,1,1,0,2019-10-16,"yes",FALSE,"Entire rental unit",604
2013-04-01,FALSE,"Top 6-10","Entire home/apt",4,295,4.94,16,4,0.3,2,2,0,2017-06-10,"yes",FALSE,"Entire rental unit",1180
2013-04-01,FALSE,"Top 6-10","Entire home/apt",4,950,4.98,44,2,0.67,3,3,27,2020-02-11,"yes",FALSE,"Other",3800
2012-05-12,FALSE,"Top 6-10","Entire home/apt",4,177,4.82,12,4,0.18,2,2,0,2019-09-21,"no",FALSE,"Entire rental unit",708
2013-04-02,FALSE,"Top 5","Entire home/apt",2,143,4.94,50,4,0.94,1,2,7,2019-09-17,"yes",FALSE,"Entire rental unit",572
2013-04-02,FALSE,"Top 11-15","Entire home/apt",2,100,4.5,2,3,0.02,1,1,0,2018-08-04,"no",FALSE,"Entire rental unit",400
2013-04-03,FALSE,"Top 5","Entire home/apt",8,376,4.68,47,4,0.47,5,10,0,2018-08-13,"no",FALSE,"Entire residential home",1504
2012-09-04,FALSE,"Top 6-10","Entire home/apt",2,130,4.72,18,1,0.38,1,1,0,2017-09-17,"no",FALSE,"Entire rental unit",520
2013-04-03,FALSE,"Top 5","Entire home/apt",4,525,4.58,35,2,0.34,4,5,8,2016-12-31,"yes",FALSE,"Other",2100
2012-07-18,FALSE,"Top 6-10","Entire home/apt",4,200,4.7,22,4,0.3,3,0,0,2018-08-09,"no",FALSE,"Other",800
2013-04-05,FALSE,"Top 5","Entire home/apt",5,500,4.83,9,3,0.09,4,5,0,2019-08-30,"no",FALSE,"Entire rental unit",2000
2013-04-07,FALSE,"Top 5","Private room",2,96,4.85,191,3,2.13,1,2,0,2018-10-22,"no",TRUE,"Other",384
2012-03-11,FALSE,"Top 5","Private room",2,47,4.43,456,1,4.57,1,1,19,2019-12-02,"yes",FALSE,"Private room in rental unit",188
2012-09-10,FALSE,"Top 5","Private room",4,125,4.45,333,2,3.42,2,2,21,2021-08-20,"yes",TRUE,"Other",500
2013-04-12,FALSE,"Top 6-10","Entire home/apt",3,110,4.8,337,3,4.26,2,1,7,2021-08-16,"yes",FALSE,"Entire rental unit",440
2013-03-07,FALSE,"Top 5","Entire home/apt",4,250,4.35,18,2,0.18,1,1,23,2017-02-10,"no",FALSE,"Entire rental unit",1000
2013-04-16,FALSE,"Top 6-10","Entire home/apt",2,128,4.9,23,4,0.35,1,1,0,2017-04-28,"no",FALSE,"Entire rental unit",512
2012-10-17,TRUE,"Top 5","Private room",2,135,4.79,19,3,0.24,1,0,0,2021-01-01,"no",TRUE,"Other",540
2012-10-17,TRUE,"Top 5","Private room",2,135,4.7,11,3,0.91,1,3,26,2016-08-08,"no",TRUE,"Other",540
2010-05-17,FALSE,"Top 6-10","Entire home/apt",2,100,4.86,66,3,0.73,1,1,0,2019-06-16,"yes",FALSE,"Entire rental unit",400
2013-04-13,FALSE,"Top 6-10","Entire home/apt",4,195,4.35,25,2,0.25,2,4,0,2013-10-23,"no",FALSE,"Entire rental unit",780
2013-04-21,FALSE,"Top 6-10","Entire home/apt",3,180,4.82,17,3,0.27,2,2,0,2019-06-02,"yes",FALSE,"Entire rental unit",720
2013-02-18,TRUE,"Remaining","Private room",2,80,4.84,155,2,1.76,1,1,0,2019-02-10,"yes",FALSE,"Private room in rental unit",320
2010-12-14,FALSE,"Top 5","Entire home/apt",2,60,4.73,27,2,0.32,1,1,0,2018-06-15,"no",FALSE,"Entire rental unit",240
2013-04-23,FALSE,"Top 5","Entire home/apt",3,157,4.69,95,3,0.98,1,2,0,2021-08-23,"yes",FALSE,"Entire rental unit",628
2013-04-23,FALSE,"Top 6-10","Entire home/apt",2,120,4.85,52,3,0.55,1,1,0,2019-08-05,"no",TRUE,"Entire rental unit",480
2013-04-23,TRUE,"Top 5","Private room",2,111,4.9,376,2,3.88,1,1,29,2019-12-01,"yes",FALSE,"Other",444
2013-04-24,TRUE,"Remaining","Private room",2,41,4.81,53,2,0.54,1,1,8,2017-05-29,"yes",FALSE,"Other",164
2013-02-10,FALSE,"Top 6-10","Entire home/apt",2,128,4.8,105,2,1.07,1,1,1,2021-09-04,"yes",FALSE,"Entire rental unit",512
2013-04-09,FALSE,"Top 11-15","Entire home/apt",4,202,4.36,11,2,0.12,2,2,0,2015-06-30,"no",FALSE,"Entire rental unit",808
2013-04-28,TRUE,"Top 11-15","Private room",2,45,4.53,311,1,3.2,1,1,0,2021-08-18,"yes",FALSE,"Other",180
2013-04-27,FALSE,"Top 11-15","Entire home/apt",2,99,4.83,12,2,0.21,1,1,0,2016-10-01,"no",FALSE,"Entire rental unit",396
2013-05-02,FALSE,"Top 11-15","Entire home/apt",8,270,5,6,3,0.08,5,8,0,2016-07-30,"no",FALSE,"Other",1080
2013-05-03,FALSE,"Top 6-10","Entire home/apt",4,325,4.81,26,3,0.29,2,4,29,2017-08-01,"no",FALSE,"Other",1300
2013-05-04,FALSE,"Top 5","Entire home/apt",4,201,4.82,17,2,0.62,2,3,0,2020-02-02,"no",FALSE,"Entire rental unit",804
2013-04-26,FALSE,"Top 5","Entire home/apt",2,102,4.64,25,2,0.43,1,1,0,2019-03-03,"yes",FALSE,"Entire rental unit",408
2012-07-22,FALSE,"Top 5","Entire home/apt",2,80,4.88,8,2,0.18,1,1,0,2018-01-02,"no",FALSE,"Entire rental unit",320
2012-05-28,FALSE,"Top 5","Entire home/apt",3,150,4.73,96,3,0.96,1,2,30,2019-03-21,"no",FALSE,"Entire rental unit",600
2013-05-09,FALSE,"Remaining","Private room",4,46,4.69,397,1,4.18,2,4,18,2021-08-28,"yes",TRUE,"Private room in rental unit",184
2013-05-09,FALSE,"Top 11-15","Entire home/apt",2,75,4.19,76,3,0.93,1,1,0,2020-03-02,"no",TRUE,"Entire rental unit",300
2012-06-26,FALSE,"Top 6-10","Entire home/apt",4,300,5,4,2,0.15,4,4,0,2019-06-03,"yes",FALSE,"Entire rental unit",1200
2013-03-05,FALSE,"Top 6-10","Entire home/apt",3,139,4.86,49,3,0.76,1,2,0,2021-08-10,"yes",FALSE,"Entire rental unit",556
2013-05-13,FALSE,"Top 6-10","Entire home/apt",4,295,4.8,10,4,0.2,4,4,0,2019-05-03,"yes",FALSE,"Entire rental unit",1180
2013-05-15,FALSE,"Top 11-15","Entire home/apt",4,126,4.67,15,3,0.25,1,2,0,2015-08-02,"no",TRUE,"Entire rental unit",504
2013-05-16,FALSE,"Top 6-10","Entire home/apt",2,80,4.86,7,2,0.09,1,1,0,2018-01-06,"no",TRUE,"Entire rental unit",320
2013-05-16,FALSE,"Top 5","Entire home/apt",2,120,4.95,42,4,0.45,1,1,0,2019-06-05,"yes",FALSE,"Entire rental unit",480
2013-05-19,FALSE,"Top 6-10","Entire home/apt",2,150,4.78,9,2,0.15,1,1,0,2016-10-23,"no",FALSE,"Entire rental unit",600
2013-05-19,TRUE,"Top 6-10","Private room",2,50,4.9,485,1,4.87,1,1,0,2020-03-08,"no",TRUE,"Other",200
2013-05-20,FALSE,"Top 11-15","Entire home/apt",4,140,4.84,64,3,0.67,2,2,0,2017-11-12,"no",FALSE,"Entire rental unit",560
2012-06-20,FALSE,"Top 5","Entire home/apt",4,130,4.61,60,2,0.6,1,3,0,2019-07-07,"yes",TRUE,"Entire rental unit",520
2013-05-21,FALSE,"Top 5","Entire home/apt",2,129,5,1,3,0.01,1,1,0,2016-01-03,"no",TRUE,"Entire rental unit",516
2013-05-21,FALSE,"Top 6-10","Entire home/apt",2,155,4.07,17,2,0.27,1,1,0,2019-06-17,"no",FALSE,"Entire rental unit",620
2013-05-22,FALSE,"Top 5","Entire home/apt",4,210,4.8,14,3,0.43,2,2,0,2020-03-08,"no",FALSE,"Entire townhouse",840
2013-05-23,FALSE,"Top 6-10","Entire home/apt",4,263,4.89,37,2,0.37,4,4,0,2019-09-15,"yes",FALSE,"Entire rental unit",1052
2013-05-23,FALSE,"Top 6-10","Entire home/apt",4,96,4.66,302,2,3.11,2,1,11,2021-07-13,"yes",FALSE,"Entire rental unit",384
2013-05-23,TRUE,"Top 11-15","Private room",2,150,4.89,148,3,1.64,1,1,29,2019-03-24,"no",FALSE,"Private room in rental unit",600
2013-05-24,FALSE,"Top 6-10","Entire home/apt",4,126,4.85,22,2,0.31,2,4,0,2017-08-25,"no",FALSE,"Entire rental unit",504
